,phylum,class,order,family,genus,species,taxon
3416,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus salivarius,Lactobacillus salivarius
4880,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,,,Peptococcaceae
4887,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,Phascolarctobacterium,,Phascolarctobacterium
4905,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,,,Veillonellaceae
4907,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera elsdenii,Megasphaera elsdenii
5667,Actinobacteria <phylum>,Actinobacteria <class>,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium breve,Bifidobacterium breve
5702,Actinobacteria <phylum>,Actinobacteria <class>,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium bifidum,Bifidobacterium bifidum BGN4
5712,Actinobacteria <phylum>,Actinobacteria <class>,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium adolescentis,Bifidobacterium adolescentis ATCC 15703
7236,Bacteroidetes <phylum>,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides distasonis,Parabacteroides distasonis
7248,Bacteroidetes <phylum>,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides <genus>,Bacteroides ovatus,Bacteroides ovatus
7249,Bacteroidetes <phylum>,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides <genus>,Bacteroides ovatus,Bacteroides ovatus V975
7250,Bacteroidetes <phylum>,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides <genus>,Bacteroides ovatus,Bacteroides ovatus
7265,Bacteroidetes <phylum>,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides <genus>,Bacteroides fragilis,Bacteroides fragilis NCTC 9343
7275,Bacteroidetes <phylum>,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides <genus>,Bacteroides fragilis,Bacteroides fragilis
7278,Bacteroidetes <phylum>,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides <genus>,Bacteroides thetaiotaomicron,Bacteroides thetaiotaomicron
7293,Bacteroidetes <phylum>,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella ruminicola,Prevotella ruminicola 23
7334,Bacteroidetes <phylum>,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,,Prevotella
7341,Bacteroidetes <phylum>,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides <genus>,Bacteroides sp. A1C1,Bacteroides sp. A1C1
8233,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,,Desulfovibrio
9861,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter haemolyticus,Acinetobacter haemolyticus
11637,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella flexneri,Shigella flexneri 1a
11801,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,Escherichia coli
12240,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,Klebsiella pneumoniae
887,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Azospirillum,,Azospirillum
892,Proteobacteria,Alphaproteobacteria,Holosporales,,,,Holosporales
1452,Cyanobacteria,,Synechococcales,Leptolyngbyaceae,Leptolyngbya,,Leptolyngbya
1523,Cyanobacteria,,,,,,Cyanobacteria
1715,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,Oscillibacter,Oscillibacter sp. PEA192,Oscillibacter sp. PEA192
1721,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus albus,Ruminococcus albus 7 = DSM 20455
1746,Firmicutes,Clostridia,Clostridiales,Hungateiclostridiaceae,,,Hungateiclostridiaceae
1759,Firmicutes,Clostridia,Clostridiales,,,,Clostridiales
1954,Firmicutes,Clostridia,Clostridiales,Clostridiales Family XIII. Incertae Sedis,,,Clostridiales Family XIII. Incertae Sedis
1990,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Herbinix,Herbinix luporum,Herbinix luporum
2038,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerostipes,Anaerostipes rhamnosivorans,Anaerostipes rhamnosivorans
2094,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,Christensenella,Christensenella minuta,Christensenella minuta
3302,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,Streptococcus salivarius JIM8777
3615,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Weissella,Weissella cibaria,Weissella cibaria
3968,Tenericutes,,,,,,unclassified Tenericutes
4303,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,,Spiroplasma
4307,Tenericutes,Mollicutes,,,,,Mollicutes
4321,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,,,Erysipelotrichaceae
4328,Firmicutes,,,,,,Firmicutes
4870,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Desulfofarcimen,Desulfofarcimen acetoxidans,Desulfofarcimen acetoxidans DSM 771
5025,Actinobacteria <phylum>,Coriobacteriia,,,,,Coriobacteriia
7173,Bacteroidetes <phylum>,Bacteroidia,Bacteroidales,,,Bacteroidales bacterium CF,Bacteroidales bacterium CF
7332,Bacteroidetes <phylum>,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,,Prevotella
7782,,,,,,,Bacteria <prokaryotes>
7911,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,,Campylobacter
8225,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio alaskensis,Desulfovibrio alaskensis G20
10601,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Candidatus Carsonella,Candidatus Carsonella ruddii,Candidatus Carsonella ruddii
11685,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,,Enterobacteriaceae
4896,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,Veillonella parvula,Veillonella parvula DSM 2008
5675,Actinobacteria <phylum>,Actinobacteria <class>,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium breve,Bifidobacterium breve
8237,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,,Desulfovibrio
11610,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,,Enterobacteriaceae
1731,Firmicutes,Clostridia,Clostridiales,,,,Clostridiales
3247,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,Streptococcus
4335,Firmicutes,Bacilli,Bacillales,,Gemella,Gemella morbillorum,Gemella morbillorum
4902,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Dialister,Dialister pneumosintes,Dialister pneumosintes
5045,Actinobacteria <phylum>,Coriobacteriia,,,,,Coriobacteriia
5647,Actinobacteria <phylum>,Actinobacteria <class>,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium breve,Bifidobacterium breve
5663,Actinobacteria <phylum>,Actinobacteria <class>,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium breve,Bifidobacterium breve UCC2003
5706,Actinobacteria <phylum>,Actinobacteria <class>,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium bifidum,Bifidobacterium bifidum
5711,Actinobacteria <phylum>,Actinobacteria <class>,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium adolescentis,Bifidobacterium adolescentis
8236,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,,Desulfovibrio
11687,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella dysenteriae,Shigella dysenteriae
11778,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,,Enterobacteriaceae
11708,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,,Enterobacteriaceae
1757,Firmicutes,Clostridia,Clostridiales,Hungateiclostridiaceae,Hungateiclostridium,Hungateiclostridium saccincola,Hungateiclostridium saccincola
1940,Firmicutes,Clostridia,,,,,Clostridia
2027,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,Roseburia hominis,Roseburia hominis A2-183
2101,Firmicutes,,,,,,Firmicutes
4919,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Selenomonas,Selenomonas ruminantium,Selenomonas ruminantium subsp. lactilytica TAM6421
5729,Actinobacteria <phylum>,Actinobacteria <class>,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,,Bifidobacterium
7234,Bacteroidetes <phylum>,Bacteroidia,Bacteroidales,,,,Bacteroidales
7329,Bacteroidetes <phylum>,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,,Prevotella
11643,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,Escherichia coli
11740,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,Escherichia coli
12351,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,Klebsiella pneumoniae
12832,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Haemophilus pittmaniae,Haemophilus pittmaniae
800,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Brevundimonas vesicularis,Brevundimonas vesicularis
1753,Firmicutes,Clostridia,Clostridiales,Hungateiclostridiaceae,Hungateiclostridium,Hungateiclostridium thermocellum,Hungateiclostridium thermocellum ATCC 27405
3101,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus milleri,Streptococcus milleri
3141,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus oralis,Streptococcus oralis
3212,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,Streptococcus
5032,Actinobacteria <phylum>,Coriobacteriia,Eggerthellales,Eggerthellaceae,Eggerthella,Eggerthella lenta,Eggerthella lenta
5646,Actinobacteria <phylum>,Actinobacteria <class>,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium breve,Bifidobacterium breve
8268,Proteobacteria,Oligoflexia,Bacteriovoracales,Halobacteriovoraceae,Halobacteriovorax,,Halobacteriovorax
9027,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,Acidovorax carolinensis,Acidovorax carolinensis
11571,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,,Enterobacteriaceae
11573,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,Escherichia coli
11618,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,,Enterobacteriaceae
11678,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,Escherichia coli
12298,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,,Klebsiella
11617,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,,Enterobacteriaceae
3955,Fusobacteria <phylum>,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium varium,Fusobacterium varium ATCC 27725
4911,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera elsdenii,Megasphaera elsdenii
11546,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,Escherichia coli
1956,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Acetoanaerobium,Acetoanaerobium sticklandii,Acetoanaerobium sticklandii
1959,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Paeniclostridium,Paeniclostridium sordellii,Paeniclostridium sordellii
2926,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecium,Enterococcus faecium
3249,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus sp. I-G2,Streptococcus sp. I-G2
3258,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus sp. A12,Streptococcus sp. A12
3277,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus equinus,Streptococcus equinus
3287,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus thermophilus,Streptococcus thermophilus LMD-9
3387,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Tetragenococcus,Tetragenococcus osmophilus,Tetragenococcus osmophilus
3406,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus ruminis,Lactobacillus ruminis ATCC 27782
3593,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Leuconostoc,Leuconostoc lactis,Leuconostoc lactis
3611,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Weissella,,Weissella
4325,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Longibaculum,Longibaculum sp. KGMB06250,Longibaculum sp. KGMB06250
5010,Actinobacteria <phylum>,Coriobacteriia,Coriobacteriales,Atopobiaceae,Atopobium,Atopobium parvulum,Atopobium parvulum DSM 20469
5014,Actinobacteria <phylum>,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella aerofaciens,Collinsella aerofaciens
5026,Actinobacteria <phylum>,Coriobacteriia,Eggerthellales,Eggerthellaceae,Phoenicibacter,Phoenicibacter congonensis,Phoenicibacter congonensis
5578,Actinobacteria <phylum>,Actinobacteria <class>,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces radicidentis,Actinomyces radicidentis
5606,Actinobacteria <phylum>,Actinobacteria <class>,Actinomycetales,Actinomycetaceae,Actinomyces,,Actinomyces
5621,Actinobacteria <phylum>,Actinobacteria <class>,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium longum,Bifidobacterium longum NCC2705
5634,Actinobacteria <phylum>,Actinobacteria <class>,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium longum,Bifidobacterium longum subsp. infantis
5659,Actinobacteria <phylum>,Actinobacteria <class>,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium breve,Bifidobacterium breve S27
5669,Actinobacteria <phylum>,Actinobacteria <class>,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium breve,Bifidobacterium breve
7775,Candidatus Saccharibacteria,,,,,TM7 phylum sp. oral taxon 957,TM7 phylum sp. oral taxon 957
7777,Candidatus Saccharibacteria,,,,,,Candidatus Saccharibacteria
11599,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,Escherichia coli O157:H7 str. SS17
12314,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,Klebsiella pneumoniae KCTC 2242
12315,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,,Klebsiella
710,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,Agrobacterium tumefaciens,Agrobacterium tumefaciens
3292,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus thermophilus,Streptococcus thermophilus
3427,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus johnsonii,Lactobacillus johnsonii
3448,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus acidophilus,Lactobacillus acidophilus
3464,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus helveticus,Lactobacillus helveticus
4884,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,Acidaminococcus,,Acidaminococcus
4888,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,,,Acidaminococcaceae
4906,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera hexanoica,Megasphaera hexanoica
4930,Firmicutes,Negativicutes,,,,,Negativicutes
5011,Actinobacteria <phylum>,Coriobacteriia,Coriobacteriales,Atopobiaceae,Olsenella,Olsenella sp. Marseille-P2300,Olsenella sp. Marseille-P2300
5040,Actinobacteria <phylum>,Coriobacteriia,,,,,Coriobacteriia
5041,Actinobacteria <phylum>,Coriobacteriia,,,,,Coriobacteriia
5042,Actinobacteria <phylum>,Coriobacteriia,Coriobacteriales,Atopobiaceae,Olsenella,Olsenella sp. GAM18,Olsenella sp. GAM18
5043,Actinobacteria <phylum>,Coriobacteriia,Coriobacteriales,Atopobiaceae,Parolsenella,Parolsenella catena,Parolsenella catena
5044,Actinobacteria <phylum>,Coriobacteriia,Coriobacteriales,Atopobiaceae,,,Atopobiaceae
5046,Actinobacteria <phylum>,Coriobacteriia,Coriobacteriales,Atopobiaceae,Olsenella,Olsenella sp. oral taxon 807,Olsenella sp. oral taxon 807
5548,Actinobacteria <phylum>,Actinobacteria <class>,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces sp. oral taxon 848,Actinomyces sp. oral taxon 848 str. F0332
5668,Actinobacteria <phylum>,Actinobacteria <class>,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium breve,Bifidobacterium breve
5732,Actinobacteria <phylum>,Actinobacteria <class>,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium pseudolongum,Bifidobacterium pseudolongum PV8-2
5735,Actinobacteria <phylum>,Actinobacteria <class>,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium pseudolongum,Bifidobacterium pseudolongum subsp. globosum DSM 20092
5752,Actinobacteria <phylum>,Actinobacteria <class>,Bifidobacteriales,Bifidobacteriaceae,,,Bifidobacteriaceae
10712,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Tolumonas,Tolumonas auensis,Tolumonas auensis DSM 9187
11820,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,Escherichia coli
3297,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus thermophilus,Streptococcus thermophilus
7235,Bacteroidetes <phylum>,Bacteroidia,Bacteroidales,,,,Bacteroidales
4900,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,,Veillonella
7295,Bacteroidetes <phylum>,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella sp. oral taxon 299,Prevotella sp. oral taxon 299 str. F0039
9874,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter johnsonii,Acinetobacter johnsonii
11824,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,Escherichia coli
11928,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter cloacae,Enterobacter cloacae
1770,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacterales Family III. Incertae Sedis,Thermoanaerobacterium,,Thermoanaerobacterium
2899,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus durans,Enterococcus durans
3727,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus sanfranciscensis,Lactobacillus sanfranciscensis TMW 1.1304
11045,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter cloacae,Enterobacter cloacae
11855,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,Escherichia coli
12837,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,,,Pasteurellaceae
1713,Firmicutes,Clostridia,Clostridiales,,,,Clostridiales
1878,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium perfringens,Clostridium perfringens ATCC 13124
2015,Firmicutes,Clostridia,Clostridiales,,,,Clostridiales
2878,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Carnobacterium,,Carnobacterium
2917,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecium,Enterococcus faecium
3092,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,Streptococcus
3286,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus thermophilus,Streptococcus thermophilus
3308,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,Streptococcus
3396,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Tetragenococcus,,Tetragenococcus
3410,,,,,,,Bacteria <prokaryotes>
3681,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,,Lactobacillus
4318,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelothrix,,Erysipelothrix
4885,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,Phascolarctobacterium,Phascolarctobacterium faecium,Phascolarctobacterium faecium
5031,Actinobacteria <phylum>,Coriobacteriia,Eggerthellales,Eggerthellaceae,Eggerthella,Eggerthella lenta,Eggerthella lenta
5571,Actinobacteria <phylum>,Actinobacteria <class>,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces pacaensis,Actinomyces pacaensis
5721,Actinobacteria <phylum>,Actinobacteria <class>,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium catenulatum,Bifidobacterium kashiwanohense PV20-2
6396,Actinobacteria <phylum>,Actinobacteria <class>,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,Mycobacterium tuberculosis variant bovis BCG str. Tokyo 172
7277,Bacteroidetes <phylum>,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides <genus>,Bacteroides thetaiotaomicron,Bacteroides thetaiotaomicron
